State,County,cooling system type,climate zone,PUE mean,WR_CaseB_DWSF_L_per_kWh,WR_SWI_L_per_kWh
Texas,Jones County,6,3B,1.7709,-220.3990287,50.76674989
Texas,Jones County,7,3B,1.9717,-220.3990287,50.76674989
Texas,Jones County,8,3B,1.85655,-220.3990287,50.76674989
Texas,Jones County,9,3B,2.16695,-220.3990287,50.76674989
Texas,Jones County,10,3B,2.23075,-220.3990287,50.76674989
Texas,Jones County,11,3B,1.3036,-220.3990287,50.76674989
Texas,Jones County,12,3B,1.4804,-220.3990287,50.76674989
Texas,Jones County,13,3B,1.39365,-220.3990287,50.76674989
Texas,Jones County,14,3B,1.6446,-220.3990287,50.76674989
Texas,Karnes County,1,2A,1.2454,15.08772152,25.29053994
Texas,Karnes County,2,2A,1.18025,15.08772152,25.29053994
Texas,Karnes County,3,2A,1.58525,15.08772152,25.29053994
Texas,Karnes County,4,2A,1.4445,15.08772152,25.29053994
Texas,Karnes County,5,2A,1.6482,15.08772152,25.29053994
Texas,Karnes County,6,2A,1.7992,15.08772152,25.29053994
Texas,Karnes County,7,2A,1.9688,15.08772152,25.29053994
Texas,Karnes County,8,2A,1.8865,15.08772152,25.29053994
Texas,Karnes County,9,2A,2.15985,15.08772152,25.29053994
Texas,Karnes County,10,2A,2.19655,15.08772152,25.29053994
Texas,Karnes County,11,2A,1.29975,15.08772152,25.29053994
Texas,Karnes County,12,2A,1.47915,15.08772152,25.29053994
Texas,Karnes County,13,2A,1.39785,15.08772152,25.29053994
Texas,Karnes County,14,2A,1.7466,15.08772152,25.29053994
Texas,Kaufman County,1,3A,1.1968,-7.41320326,0.687173942
Texas,Kaufman County,2,3A,1.15765,-7.41320326,0.687173942
Texas,Kaufman County,3,3A,1.53995,-7.41320326,0.687173942
Texas,Kaufman County,4,3A,1.4143,-7.41320326,0.687173942
Texas,Kaufman County,5,3A,1.63775,-7.41320326,0.687173942
Texas,Kaufman County,6,3A,1.62605,-7.41320326,0.687173942
Texas,Kaufman County,7,3A,1.8597,-7.41320326,0.687173942
Texas,Kaufman County,8,3A,1.87095,-7.41320326,0.687173942
Texas,Kaufman County,9,3A,2.0324,-7.41320326,0.687173942
Texas,Kaufman County,10,3A,2.1448,-7.41320326,0.687173942
Texas,Kaufman County,11,3A,1.2664,-7.41320326,0.687173942
Texas,Kaufman County,12,3A,1.4528,-7.41320326,0.687173942
Texas,Kaufman County,13,3A,1.37885,-7.41320326,0.687173942
Texas,Kaufman County,14,3A,1.60905,-7.41320326,0.687173942
Texas,Kendall County,1,3A,1.1968,-7.41320326,0.687173942
Texas,Kendall County,2,3A,1.15765,-7.41320326,0.687173942
Texas,Kendall County,3,3A,1.53995,-7.41320326,0.687173942
Texas,Kendall County,4,3A,1.4143,-7.41320326,0.687173942
Texas,Kendall County,5,3A,1.63775,-7.41320326,0.687173942
Texas,Kendall County,6,3A,1.62605,-7.41320326,0.687173942
Texas,Kendall County,7,3A,1.8597,-7.41320326,0.687173942
Texas,Kendall County,8,3A,1.87095,-7.41320326,0.687173942
Texas,Kendall County,9,3A,2.0324,-7.41320326,0.687173942
Texas,Kendall County,10,3A,2.1448,-7.41320326,0.687173942
Texas,Kendall County,11,3A,1.2664,-7.41320326,0.687173942
Texas,Kendall County,12,3A,1.4528,-7.41320326,0.687173942
Texas,Kendall County,13,3A,1.37885,-7.41320326,0.687173942
Texas,Kendall County,14,3A,1.60905,-7.41320326,0.687173942
Texas,Kenedy County,1,2A,1.2454,15.08772152,25.29053994
Texas,Kenedy County,2,2A,1.18025,15.08772152,25.29053994
Texas,Kenedy County,3,2A,1.58525,15.08772152,25.29053994
Texas,Kenedy County,4,2A,1.4445,15.08772152,25.29053994
Texas,Kenedy County,5,2A,1.6482,15.08772152,25.29053994
Texas,Kenedy County,6,2A,1.7992,15.08772152,25.29053994
Texas,Kenedy County,7,2A,1.9688,15.08772152,25.29053994
Texas,Kenedy County,8,2A,1.8865,15.08772152,25.29053994
Texas,Kenedy County,9,2A,2.15985,15.08772152,25.29053994
Texas,Kenedy County,10,2A,2.19655,15.08772152,25.29053994
Texas,Kenedy County,11,2A,1.29975,15.08772152,25.29053994
Texas,Kenedy County,12,2A,1.47915,15.08772152,25.29053994
Texas,Kenedy County,13,2A,1.39785,15.08772152,25.29053994
Texas,Kenedy County,14,2A,1.7466,15.08772152,25.29053994
Texas,Kent County,1,3B,1.17275,-220.3990287,50.76674989
Texas,Kent County,2,3B,1.13725,-220.3990287,50.76674989
Texas,Kent County,3,3B,1.55155,-220.3990287,50.76674989
Texas,Kent County,4,3B,1.40035,-220.3990287,50.76674989
Texas,Kent County,5,3B,1.63395,-220.3990287,50.76674989
Texas,Kent County,6,3B,1.7709,-220.3990287,50.76674989
Texas,Kent County,7,3B,1.9717,-220.3990287,50.76674989
Texas,Kent County,8,3B,1.85655,-220.3990287,50.76674989
Texas,Kent County,9,3B,2.16695,-220.3990287,50.76674989
Texas,Kent County,10,3B,2.23075,-220.3990287,50.76674989
Texas,Kent County,11,3B,1.3036,-220.3990287,50.76674989
Texas,Kent County,12,3B,1.4804,-220.3990287,50.76674989
Texas,Kent County,13,3B,1.39365,-220.3990287,50.76674989
Texas,Kent County,14,3B,1.6446,-220.3990287,50.76674989
Texas,Kerr County,1,3B,1.17275,-220.3990287,50.76674989
Texas,Kerr County,2,3B,1.13725,-220.3990287,50.76674989
Texas,Kerr County,3,3B,1.55155,-220.3990287,50.76674989
Texas,Kerr County,4,3B,1.40035,-220.3990287,50.76674989
Texas,Kerr County,5,3B,1.63395,-220.3990287,50.76674989
Texas,Kerr County,6,3B,1.7709,-220.3990287,50.76674989
Texas,Kerr County,7,3B,1.9717,-220.3990287,50.76674989
Texas,Kerr County,8,3B,1.85655,-220.3990287,50.76674989
Texas,Kerr County,9,3B,2.16695,-220.3990287,50.76674989
Texas,Kerr County,10,3B,2.23075,-220.3990287,50.76674989
Texas,Kerr County,11,3B,1.3036,-220.3990287,50.76674989
Texas,Kerr County,12,3B,1.4804,-220.3990287,50.76674989
Texas,Kerr County,13,3B,1.39365,-220.3990287,50.76674989
Texas,Kerr County,14,3B,1.6446,-220.3990287,50.76674989
Texas,Kimble County,1,3B,1.17275,-220.3990287,50.76674989
Texas,Kimble County,2,3B,1.13725,-220.3990287,50.76674989
Texas,Kimble County,3,3B,1.55155,-220.3990287,50.76674989
Texas,Kimble County,4,3B,1.40035,-220.3990287,50.76674989
Texas,Kimble County,5,3B,1.63395,-220.3990287,50.76674989
Texas,Kimble County,6,3B,1.7709,-220.3990287,50.76674989
Texas,Kimble County,7,3B,1.9717,-220.3990287,50.76674989
Texas,Kimble County,8,3B,1.85655,-220.3990287,50.76674989
Texas,Kimble County,9,3B,2.16695,-220.3990287,50.76674989
Texas,Kimble County,10,3B,2.23075,-220.3990287,50.76674989
Texas,Kimble County,11,3B,1.3036,-220.3990287,50.76674989
Texas,Kimble County,12,3B,1.4804,-220.3990287,50.76674989
Texas,Kimble County,13,3B,1.39365,-220.3990287,50.76674989
Texas,Kimble County,14,3B,1.6446,-220.3990287,50.76674989
Texas,King County,1,3B,1.17275,-220.3990287,50.76674989
Texas,King County,2,3B,1.13725,-220.3990287,50.76674989
Texas,King County,3,3B,1.55155,-220.3990287,50.76674989
Texas,King County,4,3B,1.40035,-220.3990287,50.76674989
Texas,King County,5,3B,1.63395,-220.3990287,50.76674989
Texas,King County,6,3B,1.7709,-220.3990287,50.76674989
Texas,King County,7,3B,1.9717,-220.3990287,50.76674989
Texas,King County,8,3B,1.85655,-220.3990287,50.76674989
Texas,King County,9,3B,2.16695,-220.3990287,50.76674989
Texas,King County,10,3B,2.23075,-220.3990287,50.76674989
Texas,King County,11,3B,1.3036,-220.3990287,50.76674989
Texas,King County,12,3B,1.4804,-220.3990287,50.76674989
Texas,King County,13,3B,1.39365,-220.3990287,50.76674989
Texas,King County,14,3B,1.6446,-220.3990287,50.76674989
Texas,Kinney County,1,2B,1.1951,-1573.509438,890.2527972
Texas,Kinney County,2,2B,1.14715,-1573.509438,890.2527972
Texas,Kinney County,3,2B,1.53415,-1573.509438,890.2527972
Texas,Kinney County,4,2B,1.40355,-1573.509438,890.2527972
Texas,Kinney County,5,2B,1.6398,-1573.509438,890.2527972
Texas,Kinney County,6,2B,1.8304,-1573.509438,890.2527972
Texas,Kinney County,7,2B,2.1126,-1573.509438,890.2527972
Texas,Kinney County,8,2B,1.8704,-1573.509438,890.2527972
Texas,Kinney County,9,2B,2.32445,-1573.509438,890.2527972
Texas,Kinney County,10,2B,2.2963,-1573.509438,890.2527972
Texas,Kinney County,11,2B,1.30235,-1573.509438,890.2527972
Texas,Kinney County,12,2B,1.5113,-1573.509438,890.2527972
Texas,Kinney County,13,2B,1.4124,-1573.509438,890.2527972
Texas,Kinney County,14,2B,1.77615,-1573.509438,890.2527972
Texas,Kleberg County,1,2A,1.2454,15.08772152,25.29053994
Texas,Kleberg County,2,2A,1.18025,15.08772152,25.29053994
Texas,Kleberg County,3,2A,1.58525,15.08772152,25.29053994
Texas,Kleberg County,4,2A,1.4445,15.08772152,25.29053994
Texas,Kleberg County,5,2A,1.6482,15.08772152,25.29053994
Texas,Kleberg County,6,2A,1.7992,15.08772152,25.29053994
Texas,Kleberg County,7,2A,1.9688,15.08772152,25.29053994
Texas,Kleberg County,8,2A,1.8865,15.08772152,25.29053994
Texas,Kleberg County,9,2A,2.15985,15.08772152,25.29053994
Texas,Kleberg County,10,2A,2.19655,15.08772152,25.29053994
Texas,Kleberg County,11,2A,1.29975,15.08772152,25.29053994
Texas,Kleberg County,12,2A,1.47915,15.08772152,25.29053994
Texas,Kleberg County,13,2A,1.39785,15.08772152,25.29053994
Texas,Kleberg County,14,2A,1.7466,15.08772152,25.29053994
Texas,Knox County,1,3B,1.17275,-220.3990287,50.76674989
Texas,Knox County,2,3B,1.13725,-220.3990287,50.76674989
Texas,Knox County,3,3B,1.55155,-220.3990287,50.76674989
Texas,Knox County,4,3B,1.40035,-220.3990287,50.76674989
Texas,Knox County,5,3B,1.63395,-220.3990287,50.76674989
Texas,Knox County,6,3B,1.7709,-220.3990287,50.76674989
Texas,Knox County,7,3B,1.9717,-220.3990287,50.76674989
Texas,Knox County,8,3B,1.85655,-220.3990287,50.76674989
Texas,Knox County,9,3B,2.16695,-220.3990287,50.76674989
Texas,Knox County,10,3B,2.23075,-220.3990287,50.76674989
Texas,Knox County,11,3B,1.3036,-220.3990287,50.76674989
Texas,Knox County,12,3B,1.4804,-220.3990287,50.76674989
Texas,Knox County,13,3B,1.39365,-220.3990287,50.76674989
Texas,Knox County,14,3B,1.6446,-220.3990287,50.76674989
Texas,La Salle County,1,2B,1.1951,-1573.509438,890.2527972
Texas,La Salle County,2,2B,1.14715,-1573.509438,890.2527972
Texas,La Salle County,3,2B,1.53415,-1573.509438,890.2527972
Texas,La Salle County,4,2B,1.40355,-1573.509438,890.2527972
Texas,La Salle County,5,2B,1.6398,-1573.509438,890.2527972
Texas,La Salle County,6,2B,1.8304,-1573.509438,890.2527972
Texas,La Salle County,7,2B,2.1126,-1573.509438,890.2527972
Texas,La Salle County,8,2B,1.8704,-1573.509438,890.2527972
Texas,La Salle County,9,2B,2.32445,-1573.509438,890.2527972
Texas,La Salle County,10,2B,2.2963,-1573.509438,890.2527972
Texas,La Salle County,11,2B,1.30235,-1573.509438,890.2527972
Texas,La Salle County,12,2B,1.5113,-1573.509438,890.2527972
Texas,La Salle County,13,2B,1.4124,-1573.509438,890.2527972
Texas,La Salle County,14,2B,1.77615,-1573.509438,890.2527972
Texas,Lamar County,1,3A,1.1968,-7.41320326,0.687173942
Texas,Lamar County,2,3A,1.15765,-7.41320326,0.687173942
Texas,Lamar County,3,3A,1.53995,-7.41320326,0.687173942
Texas,Lamar County,4,3A,1.4143,-7.41320326,0.687173942
Texas,Lamar County,5,3A,1.63775,-7.41320326,0.687173942
Texas,Lamar County,6,3A,1.62605,-7.41320326,0.687173942
Texas,Lamar County,7,3A,1.8597,-7.41320326,0.687173942
Texas,Lamar County,8,3A,1.87095,-7.41320326,0.687173942
Texas,Lamar County,9,3A,2.0324,-7.41320326,0.687173942
Texas,Lamar County,10,3A,2.1448,-7.41320326,0.687173942
Texas,Lamar County,11,3A,1.2664,-7.41320326,0.687173942
Texas,Lamar County,12,3A,1.4528,-7.41320326,0.687173942
Texas,Lamar County,13,3A,1.37885,-7.41320326,0.687173942
Texas,Lamar County,14,3A,1.60905,-7.41320326,0.687173942
Texas,Lamb County,1,4B,1.1539,-1700.971615,359.7164933
Texas,Lamb County,2,4B,1.1419,-1700.971615,359.7164933
Texas,Lamb County,3,4B,1.5403,-1700.971615,359.7164933
Texas,Lamb County,4,4B,1.42005,-1700.971615,359.7164933
Texas,Lamb County,5,4B,1.6461,-1700.971615,359.7164933
Texas,Lamb County,6,4B,1.5703,-1700.971615,359.7164933
Texas,Lamb County,7,4B,1.802,-1700.971615,359.7164933
Texas,Lamb County,8,4B,1.8692,-1700.971615,359.7164933
Texas,Lamb County,9,4B,1.96645,-1700.971615,359.7164933
Texas,Lamb County,10,4B,2.14115,-1700.971615,359.7164933
Texas,Lamb County,11,4B,1.26995,-1700.971615,359.7164933
Texas,Lamb County,12,4B,1.4426,-1700.971615,359.7164933
Texas,Lamb County,13,4B,1.3649,-1700.971615,359.7164933
Texas,Lamb County,14,4B,1.5957,-1700.971615,359.7164933
Texas,Lampasas County,1,3A,1.1968,-7.41320326,0.687173942
Texas,Lampasas County,2,3A,1.15765,-7.41320326,0.687173942
Texas,Lampasas County,3,3A,1.53995,-7.41320326,0.687173942
Texas,Lampasas County,4,3A,1.4143,-7.41320326,0.687173942
Texas,Lampasas County,5,3A,1.63775,-7.41320326,0.687173942
Texas,Lampasas County,6,3A,1.62605,-7.41320326,0.687173942
Texas,Lampasas County,7,3A,1.8597,-7.41320326,0.687173942
Texas,Lampasas County,8,3A,1.87095,-7.41320326,0.687173942
Texas,Lampasas County,9,3A,2.0324,-7.41320326,0.687173942
Texas,Lampasas County,10,3A,2.1448,-7.41320326,0.687173942
Texas,Lampasas County,11,3A,1.2664,-7.41320326,0.687173942
Texas,Lampasas County,12,3A,1.4528,-7.41320326,0.687173942
Texas,Lampasas County,13,3A,1.37885,-7.41320326,0.687173942
Texas,Lampasas County,14,3A,1.60905,-7.41320326,0.687173942
Texas,Lavaca County,1,2A,1.2454,15.08772152,25.29053994
Texas,Lavaca County,2,2A,1.18025,15.08772152,25.29053994
Texas,Lavaca County,3,2A,1.58525,15.08772152,25.29053994
Texas,Lavaca County,4,2A,1.4445,15.08772152,25.29053994
Texas,Lavaca County,5,2A,1.6482,15.08772152,25.29053994
Texas,Lavaca County,6,2A,1.7992,15.08772152,25.29053994
Texas,Lavaca County,7,2A,1.9688,15.08772152,25.29053994
Texas,Lavaca County,8,2A,1.8865,15.08772152,25.29053994
Texas,Lavaca County,9,2A,2.15985,15.08772152,25.29053994
Texas,Lavaca County,10,2A,2.19655,15.08772152,25.29053994
Texas,Lavaca County,11,2A,1.29975,15.08772152,25.29053994
Texas,Lavaca County,12,2A,1.47915,15.08772152,25.29053994
Texas,Lavaca County,13,2A,1.39785,15.08772152,25.29053994
Texas,Lavaca County,14,2A,1.7466,15.08772152,25.29053994
Texas,Lee County,1,2A,1.2454,15.08772152,25.29053994
Texas,Lee County,2,2A,1.18025,15.08772152,25.29053994
Texas,Lee County,3,2A,1.58525,15.08772152,25.29053994
Texas,Lee County,4,2A,1.4445,15.08772152,25.29053994
Texas,Lee County,5,2A,1.6482,15.08772152,25.29053994
Texas,Lee County,6,2A,1.7992,15.08772152,25.29053994
Texas,Lee County,7,2A,1.9688,15.08772152,25.29053994
Texas,Lee County,8,2A,1.8865,15.08772152,25.29053994
Texas,Lee County,9,2A,2.15985,15.08772152,25.29053994
Texas,Lee County,10,2A,2.19655,15.08772152,25.29053994
Texas,Lee County,11,2A,1.29975,15.08772152,25.29053994
Texas,Lee County,12,2A,1.47915,15.08772152,25.29053994
Texas,Lee County,13,2A,1.39785,15.08772152,25.29053994
Texas,Lee County,14,2A,1.7466,15.08772152,25.29053994
Texas,Leon County,1,2A,1.2454,15.08772152,25.29053994
Texas,Leon County,2,2A,1.18025,15.08772152,25.29053994
Texas,Leon County,3,2A,1.58525,15.08772152,25.29053994
Texas,Leon County,4,2A,1.4445,15.08772152,25.29053994
Texas,Leon County,5,2A,1.6482,15.08772152,25.29053994
Texas,Leon County,6,2A,1.7992,15.08772152,25.29053994
Texas,Leon County,7,2A,1.9688,15.08772152,25.29053994
Texas,Leon County,8,2A,1.8865,15.08772152,25.29053994
Texas,Leon County,9,2A,2.15985,15.08772152,25.29053994
Texas,Leon County,10,2A,2.19655,15.08772152,25.29053994
Texas,Leon County,11,2A,1.29975,15.08772152,25.29053994
Texas,Leon County,12,2A,1.47915,15.08772152,25.29053994
Texas,Leon County,13,2A,1.39785,15.08772152,25.29053994
Texas,Leon County,14,2A,1.7466,15.08772152,25.29053994
Texas,Liberty County,1,2A,1.2454,15.08772152,25.29053994
Texas,Liberty County,2,2A,1.18025,15.08772152,25.29053994
Texas,Liberty County,3,2A,1.58525,15.08772152,25.29053994
Texas,Liberty County,4,2A,1.4445,15.08772152,25.29053994
Texas,Liberty County,5,2A,1.6482,15.08772152,25.29053994
Texas,Liberty County,6,2A,1.7992,15.08772152,25.29053994
Texas,Liberty County,7,2A,1.9688,15.08772152,25.29053994
Texas,Liberty County,8,2A,1.8865,15.08772152,25.29053994
Texas,Liberty County,9,2A,2.15985,15.08772152,25.29053994
Texas,Liberty County,10,2A,2.19655,15.08772152,25.29053994
Texas,Liberty County,11,2A,1.29975,15.08772152,25.29053994
Texas,Liberty County,12,2A,1.47915,15.08772152,25.29053994
Texas,Liberty County,13,2A,1.39785,15.08772152,25.29053994
Texas,Liberty County,14,2A,1.7466,15.08772152,25.29053994
Texas,Limestone County,1,2A,1.2454,15.08772152,25.29053994
Texas,Limestone County,2,2A,1.18025,15.08772152,25.29053994
Texas,Limestone County,3,2A,1.58525,15.08772152,25.29053994
Texas,Limestone County,4,2A,1.4445,15.08772152,25.29053994
Texas,Limestone County,5,2A,1.6482,15.08772152,25.29053994
Texas,Limestone County,6,2A,1.7992,15.08772152,25.29053994
Texas,Limestone County,7,2A,1.9688,15.08772152,25.29053994
Texas,Limestone County,8,2A,1.8865,15.08772152,25.29053994
Texas,Limestone County,9,2A,2.15985,15.08772152,25.29053994
Texas,Limestone County,10,2A,2.19655,15.08772152,25.29053994
Texas,Limestone County,11,2A,1.29975,15.08772152,25.29053994
Texas,Limestone County,12,2A,1.47915,15.08772152,25.29053994
Texas,Limestone County,13,2A,1.39785,15.08772152,25.29053994
Texas,Limestone County,14,2A,1.7466,15.08772152,25.29053994
Texas,Lipscomb County,1,4B,1.1539,-1700.971615,359.7164933
Texas,Lipscomb County,2,4B,1.1419,-1700.971615,359.7164933
Texas,Lipscomb County,3,4B,1.5403,-1700.971615,359.7164933
Texas,Lipscomb County,4,4B,1.42005,-1700.971615,359.7164933
Texas,Lipscomb County,5,4B,1.6461,-1700.971615,359.7164933
Texas,Lipscomb County,6,4B,1.5703,-1700.971615,359.7164933
Texas,Lipscomb County,7,4B,1.802,-1700.971615,359.7164933
Texas,Lipscomb County,8,4B,1.8692,-1700.971615,359.7164933
Texas,Lipscomb County,9,4B,1.96645,-1700.971615,359.7164933
Texas,Lipscomb County,10,4B,2.14115,-1700.971615,359.7164933
Texas,Lipscomb County,11,4B,1.26995,-1700.971615,359.7164933
Texas,Lipscomb County,12,4B,1.4426,-1700.971615,359.7164933
Texas,Lipscomb County,13,4B,1.3649,-1700.971615,359.7164933
Texas,Lipscomb County,14,4B,1.5957,-1700.971615,359.7164933
Texas,Live Oak County,1,2A,1.2454,15.08772152,25.29053994
Texas,Live Oak County,2,2A,1.18025,15.08772152,25.29053994
Texas,Live Oak County,3,2A,1.58525,15.08772152,25.29053994
Texas,Live Oak County,4,2A,1.4445,15.08772152,25.29053994
Texas,Live Oak County,5,2A,1.6482,15.08772152,25.29053994
Texas,Live Oak County,6,2A,1.7992,15.08772152,25.29053994
Texas,Live Oak County,7,2A,1.9688,15.08772152,25.29053994
Texas,Live Oak County,8,2A,1.8865,15.08772152,25.29053994
Texas,Live Oak County,9,2A,2.15985,15.08772152,25.29053994
Texas,Live Oak County,10,2A,2.19655,15.08772152,25.29053994
Texas,Live Oak County,11,2A,1.29975,15.08772152,25.29053994
Texas,Live Oak County,12,2A,1.47915,15.08772152,25.29053994
Texas,Live Oak County,13,2A,1.39785,15.08772152,25.29053994
Texas,Live Oak County,14,2A,1.7466,15.08772152,25.29053994
Texas,Llano County,1,3A,1.1968,-7.41320326,0.687173942
Texas,Llano County,2,3A,1.15765,-7.41320326,0.687173942
Texas,Llano County,3,3A,1.53995,-7.41320326,0.687173942
Texas,Llano County,4,3A,1.4143,-7.41320326,0.687173942
Texas,Llano County,5,3A,1.63775,-7.41320326,0.687173942
Texas,Llano County,6,3A,1.62605,-7.41320326,0.687173942
Texas,Llano County,7,3A,1.8597,-7.41320326,0.687173942
Texas,Llano County,8,3A,1.87095,-7.41320326,0.687173942
Texas,Llano County,9,3A,2.0324,-7.41320326,0.687173942
Texas,Llano County,10,3A,2.1448,-7.41320326,0.687173942
Texas,Llano County,11,3A,1.2664,-7.41320326,0.687173942
Texas,Llano County,12,3A,1.4528,-7.41320326,0.687173942
Texas,Llano County,13,3A,1.37885,-7.41320326,0.687173942
Texas,Llano County,14,3A,1.60905,-7.41320326,0.687173942
Texas,Loving County,1,3B,1.17275,-220.3990287,50.76674989
Texas,Loving County,2,3B,1.13725,-220.3990287,50.76674989
Texas,Loving County,3,3B,1.55155,-220.3990287,50.76674989
Texas,Loving County,4,3B,1.40035,-220.3990287,50.76674989
Texas,Loving County,5,3B,1.63395,-220.3990287,50.76674989
Texas,Loving County,6,3B,1.7709,-220.3990287,50.76674989
Texas,Loving County,7,3B,1.9717,-220.3990287,50.76674989
Texas,Loving County,8,3B,1.85655,-220.3990287,50.76674989
Texas,Loving County,9,3B,2.16695,-220.3990287,50.76674989
Texas,Loving County,10,3B,2.23075,-220.3990287,50.76674989
Texas,Loving County,11,3B,1.3036,-220.3990287,50.76674989
Texas,Loving County,12,3B,1.4804,-220.3990287,50.76674989
Texas,Loving County,13,3B,1.39365,-220.3990287,50.76674989
Texas,Loving County,14,3B,1.6446,-220.3990287,50.76674989
Texas,Lubbock County,1,3B,1.17275,-220.3990287,50.76674989
Texas,Lubbock County,2,3B,1.13725,-220.3990287,50.76674989
Texas,Lubbock County,3,3B,1.55155,-220.3990287,50.76674989
Texas,Lubbock County,4,3B,1.40035,-220.3990287,50.76674989
Texas,Lubbock County,5,3B,1.63395,-220.3990287,50.76674989
Texas,Lubbock County,6,3B,1.7709,-220.3990287,50.76674989
Texas,Lubbock County,7,3B,1.9717,-220.3990287,50.76674989
Texas,Lubbock County,8,3B,1.85655,-220.3990287,50.76674989
Texas,Lubbock County,9,3B,2.16695,-220.3990287,50.76674989
Texas,Lubbock County,10,3B,2.23075,-220.3990287,50.76674989
Texas,Lubbock County,11,3B,1.3036,-220.3990287,50.76674989
Texas,Lubbock County,12,3B,1.4804,-220.3990287,50.76674989
Texas,Lubbock County,13,3B,1.39365,-220.3990287,50.76674989
Texas,Lubbock County,14,3B,1.6446,-220.3990287,50.76674989
Texas,Lynn County,1,3B,1.17275,-220.3990287,50.76674989
Texas,Lynn County,2,3B,1.13725,-220.3990287,50.76674989
Texas,Lynn County,3,3B,1.55155,-220.3990287,50.76674989
Texas,Lynn County,4,3B,1.40035,-220.3990287,50.76674989
Texas,Lynn County,5,3B,1.63395,-220.3990287,50.76674989
Texas,Lynn County,6,3B,1.7709,-220.3990287,50.76674989
Texas,Lynn County,7,3B,1.9717,-220.3990287,50.76674989
Texas,Lynn County,8,3B,1.85655,-220.3990287,50.76674989
Texas,Lynn County,9,3B,2.16695,-220.3990287,50.76674989
Texas,Lynn County,10,3B,2.23075,-220.3990287,50.76674989
Texas,Lynn County,11,3B,1.3036,-220.3990287,50.76674989
Texas,Lynn County,12,3B,1.4804,-220.3990287,50.76674989
Texas,Lynn County,13,3B,1.39365,-220.3990287,50.76674989
Texas,Lynn County,14,3B,1.6446,-220.3990287,50.76674989
Texas,Madison County,1,2A,1.2454,15.08772152,25.29053994
Texas,Madison County,2,2A,1.18025,15.08772152,25.29053994
Texas,Madison County,3,2A,1.58525,15.08772152,25.29053994
Texas,Madison County,4,2A,1.4445,15.08772152,25.29053994
Texas,Madison County,5,2A,1.6482,15.08772152,25.29053994
Texas,Madison County,6,2A,1.7992,15.08772152,25.29053994
Texas,Madison County,7,2A,1.9688,15.08772152,25.29053994
Texas,Madison County,8,2A,1.8865,15.08772152,25.29053994
Texas,Madison County,9,2A,2.15985,15.08772152,25.29053994
Texas,Madison County,10,2A,2.19655,15.08772152,25.29053994
Texas,Madison County,11,2A,1.29975,15.08772152,25.29053994
Texas,Madison County,12,2A,1.47915,15.08772152,25.29053994
Texas,Madison County,13,2A,1.39785,15.08772152,25.29053994
Texas,Madison County,14,2A,1.7466,15.08772152,25.29053994
Texas,Marion County,1,3A,1.1968,-7.41320326,0.687173942
Texas,Marion County,2,3A,1.15765,-7.41320326,0.687173942
Texas,Marion County,3,3A,1.53995,-7.41320326,0.687173942
Texas,Marion County,4,3A,1.4143,-7.41320326,0.687173942
Texas,Marion County,5,3A,1.63775,-7.41320326,0.687173942
Texas,Marion County,6,3A,1.62605,-7.41320326,0.687173942
Texas,Marion County,7,3A,1.8597,-7.41320326,0.687173942
Texas,Marion County,8,3A,1.87095,-7.41320326,0.687173942
Texas,Marion County,9,3A,2.0324,-7.41320326,0.687173942
Texas,Marion County,10,3A,2.1448,-7.41320326,0.687173942
Texas,Marion County,11,3A,1.2664,-7.41320326,0.687173942
Texas,Marion County,12,3A,1.4528,-7.41320326,0.687173942
Texas,Marion County,13,3A,1.37885,-7.41320326,0.687173942
Texas,Marion County,14,3A,1.60905,-7.41320326,0.687173942
Texas,Martin County,1,3B,1.17275,-220.3990287,50.76674989
Texas,Martin County,2,3B,1.13725,-220.3990287,50.76674989
Texas,Martin County,3,3B,1.55155,-220.3990287,50.76674989
Texas,Martin County,4,3B,1.40035,-220.3990287,50.76674989
Texas,Martin County,5,3B,1.63395,-220.3990287,50.76674989
Texas,Martin County,6,3B,1.7709,-220.3990287,50.76674989
Texas,Martin County,7,3B,1.9717,-220.3990287,50.76674989
Texas,Martin County,8,3B,1.85655,-220.3990287,50.76674989
Texas,Martin County,9,3B,2.16695,-220.3990287,50.76674989
Texas,Martin County,10,3B,2.23075,-220.3990287,50.76674989
Texas,Martin County,11,3B,1.3036,-220.3990287,50.76674989
Texas,Martin County,12,3B,1.4804,-220.3990287,50.76674989
Texas,Martin County,13,3B,1.39365,-220.3990287,50.76674989
Texas,Martin County,14,3B,1.6446,-220.3990287,50.76674989
Texas,Mason County,1,3B,1.17275,-220.3990287,50.76674989
Texas,Mason County,2,3B,1.13725,-220.3990287,50.76674989
Texas,Mason County,3,3B,1.55155,-220.3990287,50.76674989
Texas,Mason County,4,3B,1.40035,-220.3990287,50.76674989
Texas,Mason County,5,3B,1.63395,-220.3990287,50.76674989
Texas,Mason County,6,3B,1.7709,-220.3990287,50.76674989
Texas,Mason County,7,3B,1.9717,-220.3990287,50.76674989
Texas,Mason County,8,3B,1.85655,-220.3990287,50.76674989
Texas,Mason County,9,3B,2.16695,-220.3990287,50.76674989
Texas,Mason County,10,3B,2.23075,-220.3990287,50.76674989
Texas,Mason County,11,3B,1.3036,-220.3990287,50.76674989
Texas,Mason County,12,3B,1.4804,-220.3990287,50.76674989
Texas,Mason County,13,3B,1.39365,-220.3990287,50.76674989
